UNIQUE_ID,MOL_smiles,SMILES,LOG_HLM_CLint,LOG_RLM_CLint,LOG_MDR1-MDCK_ER,LOG_HPPB,LOG_RPPB,LOG_SOLUBILITY,dset,group,fold,chemprop,chemprop_rdkit,lgbm_morgan,lgbm_prop,lgbm_osm,xgb_morgan,xgb_prop,xgb_osm,tabpfn
c47e1e928c2e1f7785fe9cbb40408bcf5ed03e8d,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,2.004110625,2.365560985,0.891865247,-0.449771647,-0.325138859,,train,random,0,,,,,,,,,
2fa8cdb0e90fb2cd58aa2130eed35fc374903879,CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,0.857242009,2.243926822,1.797731012,0.975753389,0.876910311,1.82672252,train,random,0,,,,,,,,,
59e2331afe251c396f02801ed22e0aa7ec62a6f6,CCn1cc(C(=O)O)c(=O)c2c(N)c(F)c(NC3CCCCC3)cc21,CCn1cc(C(=O)O)c(=O)c2c(N)c(F)c(NC3CCCCC3)cc21,0.940516485,2.048927103,,0.427486109,0.426673888,,train,random,0,,,,,,,,,
d5c8052bdd8394c21d9ba13c82a1e10212f330fa,CN(C(=O)c1cc(N2CCNC2=O)ccc1F)C1CCNC1,CN(C(=O)c1cc(N2CCNC2=O)ccc1F)C1CCNC1,0.675686709,,-0.078221256,1.885728632,,,train,random,0,,,,,,,,,
6e491f61b009899aa1cbf2812cfa77f4b4956c8d,CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,2.998834093,3.432739262,0.164553862,-0.104025268,0.142702246,,train,random,0,,,,,,,,,
2885be9fee9c90580b49620c64755c7e888620b7,CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,2.596224212,3.377908999,1.237227531,0.902546779,1.265713811,1.924795996,train,random,0,,,,,,,,,
33d016ae0123f451fb79232d896248ee8ad8ac1e,CN(c1ncc(F)cn1)[C@H]1CCCNC1,CN(c1ncc(F)cn1)[C@H]1CCCNC1,0.675686709,1.027920136,-0.358805917,2.0,2.0,,train,random,0,,,,,,,,,
0906db47f8df6aa6202976a890b594df0994dfb0,CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,0.675686709,1.915521189,1.970451844,1.560468571,1.491417728,,train,random,0,,,,,,,,,
89e109d481da0cebf1ed4237b763dd6d399a094b,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,2.095078646,2.827400293,1.859838654,1.078638038,0.915558115,,train,random,0,,,,,,,,,
7b81b80ca54ce5df1d5ed501336d13e0d5d9f40a,CN1[C@@H]2CC[C@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,0.993700695,3.037733185,0.867508889,1.106122874,1.180842415,1.716837723,train,random,0,,,,,,,,,
22ee693f552603564d268b50955441dfec59b264,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,2.35761091,2.878798599,0.184537071,1.021602716,0.918868743,,train,random,0,,,,,,,,,
8813d03b1e3bf6b44642708fbb934e8f816e6ed2,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,2.447729993,2.992100431,0.121230488,0.829753919,0.531095547,,train,random,0,,,,,,,,,
1301359e615a25ff6436bca73eefaec78912fd39,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,2.649622021,2.747637831,-0.017278025,0.387567779,0.273695588,,train,random,0,,,,,,,,,
08c691b443f76d4ac3d3fb4e1072ebd8501085e9,CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,2.398082434,2.949896713,,1.10503305,0.715167358,1.759667845,train,random,0,,,,,,,,,
2b5f1907603c5a6d0a84a876944497b1b5f11870,CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,0.819280647,2.348908172,1.300833724,1.068760828,,1.837525309,train,random,0,,,,,,,,,
762530b67e0703f3f039f2075bed92210686a4bd,CNc1nc(C)cc(C(=O)Nc2ccc3[nH]ncc3c2)n1,CNc1nc(C)cc(C(=O)Nc2ccc3[nH]ncc3c2)n1,1.328705712,,-0.181247003,1.493625323,,,train,random,0,,,,,,,,,
388f0c2e429fcfd791bce34f27647c15c52d616d,COCCNC(=O)c1ccnc(C2CCNCC2)c1,COCCNC(=O)c1ccnc(C2CCNCC2)c1,0.675686709,1.206123964,,2.0,2.0,,train,random,0,,,,,,,,,
12a09d403a05411cd09de58e42afbac6edfa72dc,COCCc1noc(CN2CC(c3ccccc3)(c3ccccc3)CCC2=O)n1,COCCc1noc(CN2CC(c3ccccc3)(c3ccccc3)CCC2=O)n1,2.325244658,3.302756139,0.385070919,1.167051359,1.25166255,,train,random,0,,,,,,,,,
936bb8c51d611c177e5fa3e87758876934bd4087,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(O)c5cccc(OC)c5nc34)cc1)CC2,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(O)c5cccc(OC)c5nc34)cc1)CC2,,,,-1.207608311,-1.292429824,,train,random,0,,,,,,,,,
01dc047615805a85021a33b50049acf914e056cb,COc1cc2nc(-c3cc(F)ccc3O)nc(N[C@@H]3CNC[C@H]3C(C)(C)O)c2cc1OC,COc1cc2nc(-c3cc(F)ccc3O)nc(N[C@@H]3CNC[C@H]3C(C)(C)O)c2cc1OC.Cl,,,,-1.119186408,-0.823908741,,train,random,0,,,,,,,,,
6ed5514c777a05a6c2404220107bd42617b273f5,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,1.342679234,2.187091855,,0.994317153,0.650307523,,train,random,0,,,,,,,,,
441bc47ae412f1ed8e88cf5aa34660d735f330e3,COc1ccc(CCCN2CCN(c3cnn(C)c3)C(=O)C2)cc1F,COc1ccc(CCCN2CCN(c3cnn(C)c3)C(=O)C2)cc1F,0.675686709,1.644537058,-0.134166202,1.343408594,1.308414999,,train,random,0,,,,,,,,,
1717b75f1a9fdca07d89690abb93b9c49b56e142,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,1.644123341,2.746921299,-0.413757799,-0.356547324,-0.18243463,,train,random,0,,,,,,,,,
7d89ffc03f8aa032ef1790b128a523980eefaa59,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1.458063445,2.72806226,2.091561417,-0.91721463,-0.943095149,,train,random,0,,,,,,,,,
ca8da806cb33a6de13e186c48fed8104ef107418,COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,1.724816353,2.759158477,0.510221561,-0.033858267,0.115943177,,train,random,0,,,,,,,,,
2f1b8e036601c0072d837634b1748bfa01b2fe17,COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,2.257044666,3.525185185,0.03929184,0.700790221,,0.672097858,train,random,0,,,,,,,,,
a123c75c1f2ce4e8591fab7800296ca37273e72b,COc1ccc(OC[C@@H]2c3cc(OC)c(OC)cc3CCN2C(=O)c2cccc(Cl)c2)cc1,COc1ccc(OC[C@@H]2c3cc(OC)c(OC)cc3CCN2C(=O)c2cccc(Cl)c2)cc1,,,0.097432972,-0.116906641,0.232233521,,train,random,0,,,,,,,,,
e4c95ca2a4e44fd69d6275caa15c8687572f198c,COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,1.198299609,2.138776216,0.097722674,1.729799023,1.626076768,1.751610089,train,random,0,,,,,,,,,
ed520353044cfd780e7951714c115e362abab728,COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,2.24496946,3.293540435,0.130584805,0.595385981,0.594060901,1.653212514,train,random,0,,,,,,,,,
7e7675fe364fa175ccae1bd1ddd20710f57342ec,COc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)Oc2ccc(Cl)cc2)cc1,COc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)Oc2ccc(Cl)cc2)cc1,,,-0.364638431,1.51293775,1.754608223,-1.0,train,random,0,,,,,,,,,
6ba5e03859b7d2b11a0d1206108fc0a5926d4480,COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,1.928436822,2.691249517,-0.607609727,0.505149978,0.571825249,0.69019608,train,random,0,,,,,,,,,
8ed697c3616c322140b6f4977f414789e67bebb2,COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,1.021644036,1.848847759,0.979002017,0.866877814,0.685562611,1.559308011,train,random,0,,,,,,,,,
af5d4e13cedeaaf5d5a5b300a71b97c284eac060,COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,1.998886781,2.255957185,,1.504729052,1.58945809,1.607455023,train,random,0,,,,,,,,,
