cv_cycle,split,method,SMILES,Name,BSEP,BSEP_prob,BSEP_pred
0,random,lightGBM,NC(N1c(cccc2)c2C=Cc(cccc3)c13)=O,50772752,0,7.130985172527252e-05,0
0,random,lightGBM,[O-][N+](c1cc(C(c2ccccc2)=NCC(=O)N3)c3cc1)=O,50776352,0,0.028419538998342674,0
0,random,lightGBM,CC(O[C@@]1(C(=O)C)[C@@](C)(CC[C@H]([C@@](C)(CCC2=O)C(=C2)C(C)=C3)[C@@H]34)[C@H]4CC1)=O,50774968,1,0.9601540191562782,1
0,random,lightGBM,NC(c1nccnc1)=O,50773318,0,9.51328674116367e-06,0
0,random,lightGBM,Clc1c(CN2Cc(ccs3)c3CC2)cccc1,50775877,0,0.1956675718522056,0
0,random,lightGBM,Oc1c(O2)c([C@](CCN3CC=C)([C@](O)([C@H]3C4)CCC5=O)[C@@H]25)c4cc1,50772692,0,0.003871039228969985,0
0,random,lightGBM,CC(c1cnccc1)(C(c2cnccc2)=O)C,50753860,0,0.0026716628836248833,0
0,random,lightGBM,CCc1c(c2ccc(Cl)cc2)c(N)nc(N)n1,50753497,0,0.020913002405076073,0
0,random,lightGBM,CN1C2c(c(c(c(O)c(O)cc3)c3C2)ccc4)c4CC1,50753261,0,0.00389334873489194,0
0,random,lightGBM,COC([C@H]1[C@@H]([C@H]2[C@]([C@@]3(OC(=O)CC3)CC2)(C)C4)[C@]5([C@@H]4O5)[C@@](C)(CCC6=O)C(=C6)C1)=O,50773426,0,0.8593583227079978,1
0,random,lightGBM,C[C@@]1([C@](C(CO)=O)(O)CC2)[C@@H]2[C@H]3[C@@H]([C@@](C)(CCC4=O)C(=C4)CC3)[C@@H](O)C1,50754319,0,0.041117547112691825,0
0,random,lightGBM,C[C@@H]1[C@@H](O)[C@H](N)[C@H](O)[C@H](O[C@H]2\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@H](O3)[C@H]3C[C@H](O)C[C@@]4(O)O[C@H]([C@H](C(=O)O)[C@@H](O)C4)C2)O1,50772696,0,0.06876671903054929,0
0,random,lightGBM,Oc1c(nccc2)c2ccc1,50754080,0,2.5589955251186886e-05,0
0,random,lightGBM,CNS(Cc1cc(c(CCN(C)C)c[nH]2)c2cc1)(=O)=O,50777530,0,0.0088406798084829,0
0,random,lightGBM,Cc1c(C[S@](c2[nH]c(cccc3)c3n2)=O)nccc1OCC(F)(F)F,50773407,0,0.0037723501570750165,0
0,random,lightGBM,OCCN(c1nc(c(N2CCCCC2)nc(N(CCO)CCO)n3)c3c(N4CCCCC4)n1)CCO,50774792,1,0.0026163812428911023,0
0,random,lightGBM,C(C1CNC2)C2c(cc(nccn3)c3c4)c14,50776022,0,0.003274913171839385,0
0,random,lightGBM,COC[C@@H]1[C@@]2(C)c(c(C(=O)C3=C2[C@H](OC(=O)C)C[C@](C)(C(=O)CC4)[C@H]34)oc5)c5C(=O)O1,50739205,1,0.7827151443667851,1
0,random,lightGBM,Cc1c(Cl)c(NS(c2c(C(Cc3c(C)cc(OCO4)c4c3)=O)scc2)(=O)=O)on1,50774982,1,0.23089974037401387,0
0,random,lightGBM,Cc1[nH]nc(c2ccc(C([C@H]3[C@H](C(Nc4c(C)nn(C)c4)=O)CCCC3)=O)cc2)c1,51254362,0,0.24029024891762865,0
0,random,lightGBM,CCC1(C(=O)NC(=O)C1)C,50774629,0,0.0004169743333254177,0
0,random,lightGBM,CCC1(c2ccccc2)C(=O)N(C)C(=O)N1,50753591,0,0.005432225828164239,0
0,random,lightGBM,CO[C@H]([C@@H](C)[C@@H](OC(=O)C)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)\C=C\C=C(\C)/C(=O)Nc(c(O)c1c2c(c(c(C)c1O)O3)C(=O)[C@]34C)cc2O)\C=C\O4,50375454,1,0.9658575713506653,1
0,random,lightGBM,CC(OC(c1ccccc1)=O)CNC2CCCCC2,50754537,0,0.20801098456263406,0
0,random,lightGBM,CC(C[C@@H](C(N[C@H](C(N1[C@H](C(N[C@@H](C(=O)N)C)=O)CCC1)=O)CCCNC(=N)N)=O)NC([C@H](NC([C@@H](NC([C@@H](NC([C@H](NC([C@H](NC([C@H](NC(=O)C)Cc2cc(cccc3)c3cc2)=O)Cc4ccc(Cl)cc4)=O)Cc5cnccc5)=O)CO)=O)Cc6ccc(O)cc6)=O)CCCNC(=O)N)=O)C,50774880,1,0.03255140542698933,0
0,random,lightGBM,COC(C(CN(C)CC1)=C1)=O,50754011,0,9.952016860748601e-05,0
0,random,lightGBM,CC1([C@H](C(=O)O)N(C(=O)[C@H]2NC([C@@H](c3ccccc3)NC(N4C(=O)NCC4)=O)=O)[C@@H]2S1)C,50774434,0,0.04205401168038305,0
0,random,lightGBM,C[C@@]1([C@](C(CO)=O)(O)[C@H](O)C2)C2C3[C@]([C@@](C)(C=CC4=O)C(=C4)CC3)(F)[C@@H](O)C1,50754418,0,0.013229391596873377,0
0,random,lightGBM,CN1[C@@H](C(Nc2c(C)cccc2C)=O)CCCC1,50753741,0,0.04926585755602431,0
0,random,lightGBM,CCCCc1n(Cc2ccc(C(=O)O)cc2)c(\C=C(\C(=O)O)/Cc3sccc3)cn1,50773427,0,0.9582724761835711,1
0,random,lightGBM,ClCCNP1(N(CCCl)CCCO1)=O,50776604,0,0.00022614366267056127,0
0,random,lightGBM,Cc1ccc(S(NC(NN2CCCCCC2)=O)(=O)=O)cc1,50754542,0,0.00428554819646158,0
0,random,lightGBM,COc1c(O)c(OC)cc([C@@H]2c(cc(OCO3)c3c4)c4[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O[C@H](c6sccc6)OC7)[C@@H]7O5)[C@@H]8[C@@H]2C(=O)OC8)c1,50773507,0,0.14212914433005552,0
0,random,lightGBM,CC[C@@H](C(=O)C[C@H](O)[C@@H](C)[C@@H](\C(=C\[C@H]1C[C@@H](OC)[C@@H](Cl)CC1)\C)OC(=O)[C@H](CCCC2)N2C(=O)C(=O)[C@]3(O)O[C@@H]([C@@H](OC)C[C@H]3C)[C@@H](OC)C[C@H]4C)\C=C(\C4)/C,50775610,1,0.6917353592664129,1
0,random,lightGBM,CCN1[C@H](CNC(c2c(OC)ccc(S(=O)(=O)N)c2)=O)CCC1,50772634,0,0.0032457016646517066,0
0,random,lightGBM,CC(C[C@@H](CC(=O)O)CN)C,50776526,0,0.0001498769148745788,0
0,random,lightGBM,COc1ccc(C(C2(CCCCC2)O)CN(C)C)cc1,50776028,0,0.022482127526949502,0
0,random,lightGBM,Cc1c(O)c(C)c(CCC(COc2ccc(CC3C(=O)NC(=O)S3)cc2)(C)O4)c4c1C,50375461,1,0.978656638925371,1
0,random,lightGBM,CC(NCC(COc1ccc(CC(=O)N)cc1)O)C,50774430,0,0.0006062258103584742,0
0,random,lightGBM,CN1CCC(=C2c(cccc3)c3CC(=O)c(scc4)c24)CC1,50776607,0,0.0022462298434300244,0
0,random,lightGBM,CC([N+](C1CC2)(C2CC(OC(C(c3ccccc3)CO)=O)C1)C)C,50773285,0,0.004137951638043863,0
0,random,lightGBM,NCCc1nc[nH]c1,50753622,0,8.458284995625487e-05,0
0,random,lightGBM,C#CCN[C@H]1c(cccc2)c2CC1,50776540,0,0.0011419508923610406,0
0,random,lightGBM,CC(\N=C(\C(Nc1ccc(Cl)cc1)=C2)/C=C3C2=Nc(cccc4)c4N3c5ccc(C)cc5)C,50753460,0,0.9522948390103559,1
0,random,lightGBM,CCCCN1C(C(Nc2c(C)cccc2C)=O)CCCC1,50774627,0,0.019264991582576975,0
0,random,lightGBM,COc1c(C(NCCc2ccc(S(NC(NC3CCCCC3)=O)(=O)=O)cc2)=O)cc(Cl)cc1,50739699,1,0.46158957182776966,0
0,random,lightGBM,CC(N(C)N(c1ccccc1)C2=O)=C2,50774424,0,0.033121159926561346,0
0,random,lightGBM,CCOc1ccc(NC(=O)C)cc1,50772854,0,0.0033267859523988938,0
0,random,lightGBM,O=C(c1c(cccc2)c2[nH]c1)O[C@@H]3C[C@H]4N5[C@H](C[C@@H](C(=O)C5)C4)C3,50773415,0,0.007567942803508071,0
0,random,lightGBM,CC(O[C@@H]1[C@@](C)(CC[C@H]([C@@](C)(C[C@H]([N+]2(CCCCC2)C)[C@@H](OC(=O)C)C3)[C@H]3CC4)[C@@H]45)[C@H]5C[C@@H]1[N+]6(CCCCC6)C)=O,50772845,0,0.01675770547079668,0
0,random,lightGBM,CC(N1C(=O)N(C)C(=O)c(c(C(N2OC[C@@H](O)C2)=O)c(Cc3c(C)[nH]nc3C)s4)c14)C,50754060,0,0.00859220593280153,0
0,random,lightGBM,CCOC(=O)N,50753720,0,0.0002594437607565606,0
0,random,lightGBM,COc1cc(c(CCNC(=O)C)ccc2)c2cc1,50772151,0,0.002178638213755147,0
0,random,lightGBM,CS(CCNCc1oc(c2cc(c(Nc3cc(Cl)c(OCc4cc(F)ccc4)cc3)ncn5)c5cc2)cc1)(=O)=O,50774810,1,0.5970191403326315,1
0,random,lightGBM,O=C1C(=CNN2)C2=NC=N1,50739697,0,0.0002124656802454755,0
0,random,lightGBM,ClCCNC(N(N=O)CCCl)=O,50772754,0,0.00028216560025066007,0
0,random,lightGBM,CCN(CC(Nc1c(C)cccc1C)=O)CC,50772636,0,0.0002534639049260561,0
0,random,lightGBM,COc1cc(c([C@@H]([C@@H]2N(C[C@H](C=C)[C@@H]3C2)CC3)O)ccn4)c4cc1,50773510,0,0.026745640271426344,0
0,random,lightGBM,O[C@H]([C@@H]1Oc(ccc(F)c2)c2CC1)CNC[C@@H]([C@H]3Oc(ccc(F)c4)c4CC3)O,50777538,0,0.005597853250018735,0
0,random,lightGBM,Clc1ccc(COC(c2c(Cl)cc(Cl)cc2)Cn3cncc3)cc1,50739725,1,0.0444007032369236,0
0,random,lightGBM,OC(c1sccc1)(c2sccc2)C(O[C@@H]3C(CC[N+]4(CCCOc5ccccc5)C3)CC4)=O,50754316,0,0.01197252030690087,0
0,random,lightGBM,CC[C@]1(CN2C[C@H](C[C@@](c3c(OC)cc4c([C@]5([C@@H](N6CC5)[C@]7(C=CC6)CC)[C@H]([C@](C(OC)=O)(O)[C@@H]7OC(=O)C)N4C)c3)(C(OC)=O)c8c(c(cccc9)c9[nH]8)CC2)C1)O,51026616,0,0.011715705966278592,0
0,random,lightGBM,Nc1ccc(S(Nc2nnc(Cl)cc2)(=O)=O)cc1,50753319,0,0.0058612153878132844,0
0,random,lightGBM,CC(NCC(c1cc(C(=O)N)c(O)cc1)O)CCc2ccccc2,50753282,0,0.006094868875676017,0
0,scaffold,lightGBM,CCCN1[C@H]2[C@@H](c(ccc3)c(c3[nH]c4)c4C2)C[C@@H](CSC)C1,50772853,0,0.001038233771648021,0
0,scaffold,lightGBM,CCNC(N(C([C@H]1CN(CC=C)[C@H]2[C@@H](c(ccc3)c(c3[nH]c4)c4C2)C1)=O)CCCN(C)C)=O,50772750,0,0.0005777396809406547,0
0,scaffold,lightGBM,CC(CCCC(CCCC(CCC\C(=C\CC(C(=O)c(cccc1)c1C2=O)=C2C)\C)C)C)C,50754151,0,0.0011158070281893754,0
0,scaffold,lightGBM,CC(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(Sc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C,50754290,0,0.0003009389858916852,0
0,scaffold,lightGBM,C[C@@]1([C@@H](O)CC2)[C@@H]2[C@H]3[C@@H]([C@@](C)(CC(C#N)=C4O)[C@]5([C@@H]4O5)CC3)CC1,50775907,0,0.06225682520719812,0
0,scaffold,lightGBM,COc1cc2c(C(C)(C)C(=O)N(CCc3ccc(S(NC(NC4CCCCC4)=O)(=O)=O)cc3)C2=O)cc1,50774900,1,0.28063384128704916,0
0,scaffold,lightGBM,CC(N1C(=O)N(C)C(=O)c(c(C(N2OC[C@@H](O)C2)=O)c(Cc3c(C)[nH]nc3C)s4)c14)C,50754060,0,0.015478442834313315,0
0,scaffold,lightGBM,CC(CN1C(=O)N(C)C(=O)c(c(C(N2OC[C@@H](O)C2)=O)c(Cc3c(C)[nH]nc3C)s4)c14)C,50754064,0,0.042346064464126296,0
0,scaffold,lightGBM,CCCc1nc(N)c(C[n+]2c(C)cccc2)cn1,50753265,0,0.0023404460442597134,0
0,scaffold,lightGBM,CN(C(CCSC(c1cc(\C=C\c2nc(cc(Cl)cc3)c3cc2)ccc1)SCCC(=O)O)=O)C,50739565,1,0.004949530613868204,0
0,scaffold,lightGBM,COc1ccc(Nc2nn(c3ccccc3)cc2)cc1,50754232,1,0.027899732366071132,0
0,scaffold,lightGBM,CN(CCc1ccc(NS(=O)(=O)C)cc1)CCOc2ccc(NS(=O)(=O)C)cc2,50776849,0,0.2899869053298117,0
0,scaffold,lightGBM,CC(NC(C(c1ccc(O)cc1)O)C)COc2ccccc2,50754355,0,0.002715358191156048,0
0,scaffold,lightGBM,CC(CS[C@H]1N2C(=O)[C@H]1NC([C@@H](c3ccc(O)cc3)N)=O)=C2C(=O)O,50772757,0,0.0006106682276442675,0
0,scaffold,lightGBM,N[C@H](c1ccccc1)C(N[C@@H]2C(=O)N(C(C(=O)O)=C(Cl)CS3)[C@@H]23)=O,50772756,0,0.004861624229653843,0
0,scaffold,lightGBM,CC(CS[C@H]1N2C(=O)[C@H]1NC([C@H](c3ccc(O)cc3)N)=O)=C2C(=O)O,50754470,0,0.0006106682276442675,0
0,scaffold,lightGBM,C(C(NCC1)=N1)N(c2ccccc2)Cc3ccccc3,50754015,0,0.00047903841263892817,0
0,scaffold,lightGBM,O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC4(CCCC4)C1,50375486,0,0.03534370724206394,0
0,scaffold,lightGBM,CN1C(=O)[C@@H]2N([C@H](c3cc(OCO4)c4cc3)c5c(c(cccc6)c6[nH]5)C2)C(=O)C1,50777394,0,0.016341933212754373,0
0,scaffold,lightGBM,CO[C@@H]1[C@@H](C(OC)=O)[C@@H](C[C@H](c2c(c(ccc(OC)c3)c3[nH]2)CC4)N4C5)[C@@H]5C[C@H]1OC(c6cc(OC)c(OC)c(OC)c6)=O,50775605,1,0.017521043415153963,0
0,scaffold,lightGBM,CC(C(Oc1ccc(S(Nc2c(C(NCC(=O)O)=O)cccc2)(=O)=O)cc1)=O)(C)C,50753491,0,0.020410447441796337,0
0,scaffold,lightGBM,CC(Nc1ccc(S(Nc2ccc([N+](=O)[O-])cc2)(=O)=O)cc1)=O,50774635,0,0.02053072564806001,0
0,scaffold,lightGBM,Nc1n(nc(c2occc2)n3)c3nc(NCCN4CCOCC4)n1,50753217,0,0.002512238939133167,0
0,scaffold,lightGBM,C[C@@]1(C(c2cnccc2)=CC3)[C@@H]3[C@H]4[C@@H]([C@@](C)(CC[C@H](O)C5)C5=CC4)CC1,50773519,0,0.04557529662973561,0
0,scaffold,lightGBM,CC(C1C(=O)OC(C(C)C)C(=O)NC(C(C)C)C(=O)OC(C)C(=O)NC(C(C)C)C(=O)OC(C(C)C)C(=O)NC(C(C)C)C(=O)OC(C)C(=O)NC(C(C)C)C(=O)OC(C(C)C)C(=O)NC(C(C)C)C(=O)OC(C)C(=O)N1)C,51026635,1,0.06701875337620797,0
0,scaffold,lightGBM,CC([C@H]1C(=O)O[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)O[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)O[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)O[C@@H](C)C(=O)N1)C,50774875,1,0.06701875337620797,0
0,scaffold,lightGBM,CC(NC([C@H]1N(C[C@H](C[C@H](C(N[C@H]2c(cccc3)c3C[C@H]2O)=O)Cc4ccccc4)O)CCN(Cc5cnccc5)C1)=O)(C)C,50739098,1,0.6339980365710836,1
0,scaffold,lightGBM,CO\N=C(\C(CN)CN1c2c(F)cc(C(=O)C(C(=O)O)=CN3C4CC4)c3n2)/C1,50773514,0,0.0016798667721365627,0
0,scaffold,lightGBM,CNCCCC1c(cccc2)c2C=Cc(cccc3)c13,50753321,0,0.00792958003480161,0
0,scaffold,lightGBM,Cc1c(C(Nc2cc(C)c(C(N3c(ccc(Cl)c4)c4C(O)CCC3)=O)cc2)=O)cccc1,50774965,1,0.5619788635602049,1
0,scaffold,lightGBM,Oc1cc([C@]2(CCN3CC4CCC4)[C@](CCCC2)(O)[C@H]3C5)c5cc1,50772749,0,0.002573839431778317,0
0,scaffold,lightGBM,NC(NCCCC[C@H]1C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2c(cccc3)c3[nH]c2)C(=O)N(CCC4)[C@@H]4C(=O)N[C@H](C(=O)N)CSSCCC(=O)N1)=N,50776861,0,0.0011163732556056043,0
0,scaffold,lightGBM,C[C@@H](C(N1[C@H](C(=O)O)CCC1)=O)CS,50776764,0,0.0013689377725440827,0
0,scaffold,lightGBM,C(c1cc(OCO2)c2cc1)N3CCN(c4ncccn4)CC3,50773364,0,0.03408608942183473,0
0,scaffold,lightGBM,Nc1scc(\C(\C(N[C@@H]2C(=O)N(C(C(=O)O)=C(C=C)CS3)[C@@H]23)=O)=N\O)n1,50773498,0,0.00047833637345548523,0
0,scaffold,lightGBM,CO\N=C(\c1nc(N)sc1)/C(N[C@@H]2C(=O)N(C(C(=O)O)=C(COC(=O)C)CS3)[C@@H]23)=O,50773505,0,0.0008262018340622724,0
0,scaffold,lightGBM,Nc1scc(\C(\C(N[C@@H]2C(=O)N(C(C(=O)O)=C(C=C)CS3)[C@@H]23)=O)=N\OCC(=O)O)n1,50772206,0,0.0005166610455160116,0
0,scaffold,lightGBM,COc1c(O)c(Oc(ccc2C[C@H]3c(c4CCN3C)cc(c(OC)c4)Oc(c(O)cc5)cc5C6)cc2)c([C@@H]6[N+](C)(C)CC7)c7c1,50775517,0,0.016011247483428664,0
0,scaffold,lightGBM,Cc1n(CC2C(=O)c3c(n(C)c(cccc4)c34)CC2)ccn1,50772838,0,0.04410333149011662,0
0,scaffold,lightGBM,CC1(S(=O)(=O)[C@H]2N(C(=O)C2)[C@H]1C(=O)O)C,50774634,0,0.0002877662253605938,0
0,scaffold,lightGBM,CN1S(=O)(=O)c(cccc2)c2C(O)=C1C(Nc3noc(C)c3)=O,50773288,0,0.0384590960409598,0
0,scaffold,lightGBM,CC(O[C@@H]1[C@@](C)(CC[C@H]([C@@](C)(C[C@H](N2CCOCC2)[C@@H](O)C3)[C@H]3CC4)[C@@H]45)[C@H]5C[C@@H]1[N+]6(CCCC6)CC=C)=O,50773828,0,0.03645300080235141,0
0,scaffold,lightGBM,CN([C@@H]1CC2)[C@@H]2C[C@@H](OC([C@@H](c3ccccc3)CO)=O)C1,50753757,0,0.0032769433102284636,0
0,scaffold,lightGBM,CN([C@@H]1CC2)[C@@H]2C[C@@H](OC(C(c3ccccc3)CO)=O)C1,50753785,0,0.0032769433102284636,0
0,scaffold,lightGBM,CN([C@@H]1CC2)[C@@H]2C[C@@H](OC(C(c3ccccc3)O)=O)C1,50754310,0,0.010512412522166514,0
0,scaffold,lightGBM,C(c1c(cccc2)c2ccc1)C(NCC3)=N3,50753847,0,0.0031571316430341685,0
0,scaffold,lightGBM,CN(CCCN1c(cccc2)c2CCc(cccc3)c13)C,50773281,0,0.0003284966603597756,0
0,scaffold,lightGBM,CNCCCN1c(cccc2)c2CCc(cccc3)c13,50773403,0,0.0005434686240477831,0
0,scaffold,lightGBM,CN(CCCN1c(cc(Cl)cc2)c2CCc(cccc3)c13)C,50772209,0,0.0010297207500503012,0
0,scaffold,lightGBM,COc1c(OC)c(OC)cc(Cc2c(N)nc(N)nc2)c1,50777482,0,0.02420662640683293,0
0,scaffold,lightGBM,Clc1c(C(NCC2(CC3CC4C2)CC(C4)C3)=O)cc(CN5CCNCC5)cc1,50753400,0,0.1811610930064178,0
0,scaffold,lightGBM,CC(\C(=N/C(C(C\C(=N\C(\N=C(/C=CC=C1C(\N=C(/C(C)=CC=C2C(\N=C(\c(c(S(=O)(=O)O)cc(S(=O)(=O)O)c3)c3C(S(=O)(=O)O)=C4)/C4)=O)\C2)=O)\C1)=O)\C=C5)=C5)=O)\C=C(C(\N=C(\c(c(S(=O)(=O)O)cc(S(=O)(=O)O)c6)c6C(S(=O)(=O)O)=C7)/C7)=O)C8)=C8,50753647,0,0.05739541394240269,0
0,scaffold,lightGBM,CC([N+](C1CC2)(C2CC(OC(C(c3ccccc3)CO)=O)C1)C)C,50773285,0,0.002841968883105063,0
0,scaffold,lightGBM,CCOC(c1c2n(c(ccc(F)c3)c3C(=O)N(C)C2)cn1)=O,50776574,0,0.15786301629829722,0
0,scaffold,lightGBM,CC[C@@H]([C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H](C(N2[C@H](C(N[C@H](C(NCC(=O)N)=O)CC(C)C)=O)CCC2)=O)CSSC[C@H](N)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N1)C,50772842,0,0.025745829834702298,0
0,scaffold,lightGBM,CC(C(CN1CC(CN(CCCNc2ccc(C#N)cc2)C3)OC3C1)=O)(C)C,50753378,0,0.03551282970591717,0
0,scaffold,lightGBM,CC(C(=N1)N(C(=O)C(c2[nH]nnn2)=C1)C=C3)=C3,50776356,0,0.0015489600479875773,0
0,scaffold,lightGBM,O=C(c1c(cccc2)c2[nH]c1)O[C@@H]3C[C@H]4N5[C@H](C[C@@H](C(=O)C5)C4)C3,50773415,0,0.018249741344361733,0
0,scaffold,lightGBM,C[N+](CCOC(=O)N)(C)C,50753600,0,0.00012959285370783648,0
0,scaffold,lightGBM,CN(C(N=C(N)N)=N)C,50777779,0,0.00012520485149637242,0
0,scaffold,lightGBM,CS(OCCCCOS(=O)(=O)C)(=O)=O,50776762,0,0.0003378682699501304,0
0,scaffold,lightGBM,OCC([N+](=O)[O-])(CO)Br,50774445,0,0.0019015245403320568,0
0,scaffold,lightGBM,CC(NCCCCCCNC(=O)C)=O,50753624,0,3.3930227908878126e-05,0
0,scaffold,lightGBM,OS(CCS)(=O)=O,50772666,0,0.00021782169496581863,0
0,scaffold,lightGBM,NC(C=C)CCC(=O)O,50776029,0,0.0006745845273096488,0
0,scaffold,lightGBM,CC(OCC[N+](C)(C)C)=O,50754511,0,0.0015924081521991335,0
0,scaffold,lightGBM,NC(NO)=O,50773280,0,8.4707867081145e-06,0
0,scaffold,lightGBM,CC([C@H](C(NCCC(=O)O)=O)O)(CO)C,50754125,0,0.0002494942426451845,0
0,scaffold,lightGBM,CC([C@H](C(NCCCO)=O)O)(CO)C,50754040,0,0.0001828161891891771,0
0,scaffold,lightGBM,CC([C@H](C(=O)O)N)(S)C,50774639,0,0.00045963650849981363,0
0,scaffold,lightGBM,CC(C(N[C@H](C(=O)O)CS)=O)C,50753398,0,7.650190890140835e-05,0
